pos,word
বিশেষ্য,খাঁই
বিশেষ্য,খাঁচা
বিশেষ্য,খাঁজ
বিশেষ্য,খাঁটি
বিশেষ্য,খাঁড়
বিশেষ্য,খাওন
ক্রিয়া,খাওয়া
বিশেষ্য,খাক
বিশেষ্য,খাকসার
বিশেষণ,খাকি
বিশেষ্য,খাগ
বিশেষণ,খাগড়াই
বিশেষ্য,খাজা
বিশেষ্য,খাজাঞ্চি
বিশেষ্য,খাট
ক্রিয়া,খাটা
বিশেষ্য,খাটাল
বিশেষ্য,খাটিয়া
বিশেষণ,খাটিয়ে
বিশেষণ,খাটো
বিশেষ্য,খাট্টা
বিশেষ্য,খাড়ব
বিশেষণ,খাড়া
বিশেষ্য,খাণ্ডব
বিশেষণ,খাণ্ডার
বিশেষ্য,খাণ্ডিক
বিশেষ্য,খাত
বিশেষ্য,খাতক
বিশেষ্য,খাতা
বিশেষ্য,খাতির
বিশেষ্য,খাদ
বিশেষণ,খাদক
বিশেষ্য,খাদন
বিশেষ্য,খাদা
বিশেষ্য,খাদি
বিশেষণ,খাদিত
বিশেষ্য,খাদ্য
বিশেষ্য,খানকি
বিশেষ্য,খানদান
বিশেষ্য,খানসামা
অব্যয়,খানা
বিশেষণ,খানেক
বিশেষ্য,খানেজাদ
বিশেষ্য,খাপ
বিশেষ্য,খাপচি
বিশেষ্য,খাপরা
বিশেষণ,খাপ্পা
বিশেষ্য,খাবরি
বিশেষ্য,খাবল
বিশেষ্য,খাবার
বিশেষ্য,খাবি
বিশেষ্য,খাম
বিশেষ্য,খামখেয়াল
বিশেষ্য,খামচ
বিশেষ্য,খামটি
বিশেষ্য,খামতি
বিশেষ্য,খামার
বিশেষ্য,খামি
অব্যয়,খামোশ
বিশেষ্য,খাম্বা
বিশেষ্য,খাম্বাজ
বিশেষণ,খারাপ
বিশেষ্য,খারাবি
বিশেষণ,খারিজ
বিশেষ্য,খাল
বিশেষ্য,খালসা
বিশেষ্য,খালা
বিশেষ্য,খালাস
বিশেষণ,খালাসি
বিশেষ্য,খালি
বিশেষ্য,খালিজুলি
বিশেষ্য,খালিত্য
বিশেষ্য,খালু
বিশেষ্য,খালুই
বিশেষণ,খাস
বিশেষ্য,খাসগেলাস
বিশেষ্য,খাসনবিশ
বিশেষণ,খাসবরদার
বিশেষণ,খাসা
বিশেষ্য,খাসি
বিশেষ্য,খিঁচ
বিশেষ্য,খিচুড়ি
বিশেষ্য,খিটকেল
বিশেষ্য,খিটিমিটি
বিশেষ্য,খিড়কি
বিশেষ্য,খিদে
বিশেষণ,খিদ্যমান
বিশেষণ,খিন্ন
বিশেষ্য,খিমচি
বিশেষ্য,খিল
অব্যয়,খিলখিল
ক্রিয়া,খিলা
বিশেষ্য,খিলি
বিশেষ্য,খিস্তি
বিশেষ্য,খুঁচি
বিশেষ্য,খুঁট
বিশেষ্য,খুঁটি
বিশেষ্য,খুঁটিনাটি
বিশেষ্য,খুঁত
বিশেষ্য,খুঁতি
অব্যয়,খুক
বিশেষ্য,খুকি
বিশেষ্য,খুচখাচ
বিশেষ্য,খুজলি
বিশেষ্য,খুঞ্চি
অব্যয়,খুট
বিশেষ্য,খুন
বিশেষণ,খুন.খুনে
বিশেষ্য,খুন্তি
বিশেষ্য,খুপরি
বিশেষ্য,খুপি
বিশেষণ,খুব.সুরত
বিশেষ্য,খুর
বিশেষ্য,খুরমা
বিশেষ্য,খুরি
বিশেষ্য,খুলি
বিশেষ্য,খুল্লতাত
বিশেষ্য,খুশবু
বিশেষ্য,খুশি
বিশেষ্য,খেঁক
বিশেষ্য,খেঁকশিয়াল
বিশেষণ,খেঁকি
বিশেষ্য,খেঁচকা
বিশেষণ,খেঁচড়া
বিশেষ্য,খেঁচাখেঁচি
বিশেষ্য,খেঁড়ু
বিশেষ্য,খেই
বিশেষ্য,খেউরি
বিশেষণ,খেচর
বিশেষ্য,খেজুর
বিশেষ্য,খেটক
বিশেষ্য,খেটে
বিশেষ্য,খেত
বিশেষ্য,খেতাব
বিশেষ্য,খেত্রি
বিশেষ্য,খেদ
বিশেষ্য,খেদা
বিশেষ্য,খেদোক্তি
বিশেষ্য,খেপ
বিশেষ্য,খেপলা
ক্রিয়া,খেপা
বিশেষ্য,খেমটা
বিশেষ্য,খেলা
বিশেষ্য,খেলাপ
বিশেষণ,খেলো
বিশেষ্য,খেলোয়াড়
বিশেষ্য,খেসারত
বিশেষ্য,খেসারি
বিশেষ্য,খেয়া
বিশেষ্য,খেয়াল
বিশেষ্য,খেয়োখেয়ি
বিশেষ্য,খোঁচ
বিশেষণ,খোঁচা
বিশেষ্য,খোঁজ
বিশেষ্য,খোঁটা
বিশেষ্য,খোঁড়া
বিশেষ্য,খোঁয়াড়
বিশেষ্য,খোকন
বিশেষ্য,খোকা
বিশেষ্য,খোক্কস
বিশেষ্য,খোখো
বিশেষ্য,খোজা
বিশেষণ,খোটেল
বিশেষ্য,খোট্টা
বিশেষণ,খোদ
বিশেষ্য,খোদা
বিশেষ্য,খোদাবন্দ
বিশেষণ,খোনা
বিশেষ্য,খোরপোশ
বিশেষ্য,খোরাক
বিশেষণ,খোরাসানি
বিশেষ্য,খোলক
বিশেষণ,খোলতা
বিশেষ্য,খোলস
বিশেষণ,খোলসা
বিশেষ্য,খোলা
বিশেষ্য,খোলাবাজার
বিশেষ্য,খোলামকুচি
বিশেষণ,খোশ
বিশেষ্য,খোশামদ
বিশেষণ,খোশাল
বিশেষ্য,খোস
বিশেষ্য,খোসা
বিশেষ্য,খোয়া
বিশেষ্য,খোয়ার
বিশেষ্য,খোয়ার
বিশেষ্য,খ্যাঁট
বিশেষ্য,খ্যাঁত্খ্যাঁত্
বিশেষণ,খ্যাত
বিশেষ্য,খ্যানখ্যান
বিশেষণ,খ্যাপক
বিশেষ্য,খ্রিস্ট
বিশেষণ,খয়রা
বিশেষ্য,খয়রাত
বিশেষণ,খয়া
বিশেষ্য,খয়ের
বিশেষণ,খয়েরি
বিশেষণ,গ
বিশেষ্য,গঁদ
বিশেষ্য,গগন
বিশেষ্য,গঙ্গ
বিশেষ্য,গঙ্গা
ক্রিয়া,গচ্ছা
বিশেষণ,গচ্ছিত
বিশেষ্য,গজ
ক্রিয়া,গজরা
বিশেষ্য,গজল
বিশেষ্য,গজা
বিশেষ্য,গজাল
বিশেষ্য,গজেন্দ্র
বিশেষ্য,গঞ্জ
বিশেষ্য,গঞ্জন
বিশেষ্য,গঞ্জিকা
বিশেষণ,গঞ্জিত
বিশেষ্য,গঠন
বিশেষ্য,গড়
বিশেষ্য,গড়গড়
বিশেষ্য,গড়গড়া
বিশেষ্য,গড়ন
বিশেষ্য,গড়া
বিশেষ্য,গড়াগড়ি
বিশেষ্য,গড়িমসি
বিশেষ্য,গড়ু
বিশেষ্য,গণ
বিশেষ্য,গণক
বিশেষ্য,গণনাট্য
বিশেষ্য,গণসংগীত
বিশেষ্য,গণহত্যা
বিশেষ্য,গণিকা
বিশেষ্য,গণিত
বিশেষণ,গণীভূত
বিশেষ্য,গণেশ
বিশেষ্য,গণ্ড
বিশেষ্য,গণ্ডক
বিশেষ্য,গণ্ডকী
বিশেষ্য,গণ্ডগোল
বিশেষ্য,গণ্ডা
বিশেষ্য,গণ্ডার
বিশেষ্য,গণ্ডূষ
বিশেষণ,গণ্য
বিশেষণ,গত
বিশেষ্য,গতর
বিশেষণ,গতানুগতিক
বিশেষণ,গতাসু
বিশেষণ,গতায়ু
বিশেষ্য,গতি
বিশেষ্য,গতিক
বিশেষণ,গতীয়
বিশেষ্য,গত্
বিশেষ্য,গত্তি
বিশেষ্য,গত্যন্তর
বিশেষ্য,গদ
বিশেষ্য,গদা
বিশেষণ,গদাইলশকরি
বিশেষ্য,গদি
বিশেষ্য,গদ্য
বিশেষ্য,গনতকার
বিশেষ্য,গনাগোষ্ঠী
ক্রিয়া,গনানো
বিশেষণ,গন্তব্য
বিশেষণ,গন্তা
বিশেষ্য,গন্ধ
বিশেষ্য,গন্ধক
বিশেষ্য,গন্ধর্ব
বিশেষ্য,গন্ধলি
বিশেষণ,গন্ধী
বিশেষ্য,গন্ধেন্দ্রিয়
বিশেষ্য,গন্ধেশ্বরী
বিশেষ্য,গন্ধোপজীবী
বিশেষণ,গন্নাকাটা
বিশেষ্য,গবচন্দ্র
বিশেষ্য,গবা
বিশেষ্য,গবাক্ষ
বিশেষণ,গবাদি
বিশেষ্য,গবী
বিশেষণ,গবেট
বিশেষণ,গব্য
বিশেষ্য,গবয়
বিশেষ্য,গভর্নমেণ্ট
বিশেষ্য,গভর্নর
বিশেষ্য,গভস্তি
বিশেষণ,গভীর
বিশেষ্য,গম
বিশেষ্য,গমক
বিশেষ্য,গমগম
বিশেষ্য,গমন
বিশেষ্য,গম্বুজ
বিশেষণ,গম্ভীর
বিশেষণ,গম্ভীরবেদী
বিশেষ্য,গম্ভীরা
বিশেষণ,গম্য
অব্যয়,গর
বিশেষ্য,গরজ
বিশেষ্য,গরঠিকানা
বিশেষণ,গরঠিকানিয়া
বিশেষ্য,গরদ
বিশেষ্য,গরবা
বিশেষণ,গরবিনি
বিশেষ্য,গরম
ক্রিয়া,গরমা
বিশেষ্য,গরমিল
বিশেষণ,গররাজি
বিশেষ্য,গরল
বিশেষণ,গরহাজির
বিশেষ্য,গরান
বিশেষণ,গরিব
বিশেষ্য,গরিমা
বিশেষ্য,গরিলা
বিশেষণ,গরিষ্ঠ
বিশেষণ,গরীয়ান
বিশেষ্য,গরুড়
বিশেষ্য,গরুত্
বিশেষ্য,গরুত্মান্
বিশেষ্য,গর্গর
বিশেষণ,গর্জক
বিশেষ্য,গর্জন
বিশেষণ,গর্জমান
ক্রিয়া,গর্জা
বিশেষণ,গর্জিত
বিশেষ্য,গর্ত
বিশেষ্য,গর্দভ
বিশেষ্য,গর্দা
বিশেষ্য,গর্দান
বিশেষ্য,গর্ব
বিশেষ্য,গর্ভ
বিশেষণ,গর্হিত
বিশেষণ,গর্হ্য
বিশেষ্য,গল
অব্যয়,গলগল
বিশেষ্য,গলতি
বিশেষণ,গলদশ্রু
বিশেষ্য,গলদা
বিশেষণ,গলদ্ধর্ম
বিশেষ্য,গলন
বিশেষ্য,গলা
বিশেষ্য,গলাধঃকরণ
বিশেষ্য,গলি
বিশেষণ,গলিজ
বিশেষণ,গলিত
বিশেষ্য,গলুই
বিশেষ্য,গল্প
অব্যয়,গসগস
বিশেষ্য,গস্ত
বিশেষ্য,গস্তানি
বিশেষণ,গহন
বিশেষ্য,গহনা
বিশেষ্য,গহ্বর
অব্যয়,গা
বিশেষ্য,গাঁ
বিশেষ্য,গাঁই
অব্যয়,গাঁইগুঁই
বিশেষণ,গাঁইয়া
বিশেষ্য,গাঁজা
বিশেষ্য,গাঁতা
বিশেষ্য,গাঁতি
বিশেষ্য,গাঁথন
ক্রিয়া,গাঁথা
বিশেষ্য,গাঁদা
বিশেষণ,গাইয়ে
বিশেষ্য,গাউন
বিশেষ্য,গাওনা
বিশেষ্য,গাওয়া
বিশেষ্য,গাগরি
বিশেষণ,গাঙ্গ
বিশেষ্য,গাঙ্গিনী
বিশেষ্য,গাঙ্গেয়
বিশেষ্য,গাছ
বিশেষ্য,গাছা
বিশেষ্য,গাজন
বিশেষ্য,গাজর
বিশেষ্য,গাজি
বিশেষ্য,গাঠিয়া
ক্রিয়া,গাড়া
বিশেষ্য,গাড়ি
বিশেষ্য,গাড়ু
বিশেষ্য,গাড়োয়ান
বিশেষ্য,গাড্ডা
বিশেষণ,গাঢ়
বিশেষ্য,গাণনিক
বিশেষণ,গাণপত্য
বিশেষ্য,গাণিতিক
বিশেষ্য,গাত
বিশেষণ,গাতব্য
বিশেষণ,গাতা
বিশেষ্য,গাত্র
বিশেষ্য,গাত্রী
বিশেষণ,গাথক
বিশেষ্য,গাথা
বিশেষ্য,গাদ
বিশেষ্য,গাদন
বিশেষ্য,গাদা
বিশেষ্য,গাধা
বিশেষ্য,গাধেয়
বিশেষ্য,গান
বিশেষণ,গান্ধর্ব
বিশেষ্য,গান্ধার
বিশেষ্য,গান্ধিবাদ
বিশেষণ,গাপ
বিশেষ্য,গাব
বিশেষ্য,গাবগুবাগুব
ক্রিয়া,গাবা
বিশেষ্য,গাব্বু
বিশেষ্য,গাভি
বিশেষণ,গাভিন
বিশেষণ,গাভুর
বিশেষ্য,গামছা
বিশেষ্য,গামলা
বিশেষ্য,গাম্ভীর্য
বিশেষ্য,গারদ
বিশেষণ,গারুড়
বিশেষ্য,গারো
বিশেষ্য,গার্গী
বিশেষ্য,গার্হপত্য
বিশেষ্য,গার়্ড
বিশেষ্য,গাল
বিশেষ্য,গালন
বিশেষ্য,গালা
ক্রিয়া,গালানো
বিশেষ্য,গালি
বিশেষ্য,গালিচা
বিশেষণ,গালিত
বিশেষ্য,গালিম
বিশেষ্য,গায়ক
বিশেষ্য,গায়কি
বিশেষ্য,গায়ত্রী
বিশেষ্য,গায়ন
বিশেষ্য,গায়েন
বিশেষণ,গায়েব
অব্যয়,গিজগিজ
বিশেষ্য,গিটকিরি
বিশেষ্য,গিনি
বিশেষ্য,গিন্নি
বিশেষ্য,গিবন
বিশেষ্য,গিরগিটি
বিশেষ্য,গিরিশ
বিশেষ্য,গিরীন্দ্র
বিশেষ্য,গিরীশ
বিশেষ্য,গির্জা
বিশেষ্য,গির্দা
বিশেষ্য,গিলটি
বিশেষ্য,গিলন
বিশেষ্য,গিলা
বিশেষণ,গিলিত
বিশেষ্য,গিল্ড
বিশেষ্য,গীঃ
বিশেষণ,গীত
বিশেষণ,গীতল
বিশেষ্য,গীতা
বিশেষ্য,গীতি
বিশেষণ,গীর্ণ
বিশেষ্য,গীর্দেবী
বিশেষ্য,গীর্বাণ
বিশেষ্য,গু
বিশেষ্য,গুঁজি
বিশেষ্য,গুঁড়ি
বিশেষ্য,গুগলি
বিশেষ্য,গুচ্ছ
বিশেষণ,গুচ্ছের
বিশেষ্য,গুছি
অব্যয়,গুজগুজ
বিশেষ্য,গুজব
অব্যয়,গুজরত
বিশেষ্য,গুজরাতি
বিশেষ্য,গুজিয়া
বিশেষ্য,গুঞ্জ
বিশেষ্য,গুঞ্জন
বিশেষ্য,গুঞ্জরন
ক্রিয়া,গুঞ্জরা
বিশেষণ,গুঞ্জিত
ক্রিয়া,গুটা
বিশেষ্য,গুড়
অব্যয়,গুড়গুড়
বিশেষ্য,গুড়গুড়ি
বিশেষ্য,গুড়া
বিশেষ্য,গুড়াকেশ
বিশেষ্য,গুড়ি
বিশেষ্য,গুড়ুম
বিশেষ্য,গুডুক
বিশেষ্য,গুণ
বিশেষ্য,গুণাকর
বিশেষ্য,গুণাগুণ
বিশেষণ,গুণাঢ্য
বিশেষণ,গুণাতীত
বিশেষ্য,গুণাধার
বিশেষ্য,গুণানুবাদ
বিশেষ্য,গুণানুরাগ
বিশেষণ,গুণান্বিত
বিশেষ্য,গুণাপকর্ষ
বিশেষ্য,গুণাভাস
বিশেষণ,গুণিত
বিশেষ্য,গুণিতক
বিশেষণ,গুণী
বিশেষ্য,গুণোত্কর্ষ
বিশেষণ,গুণোপেত
বিশেষণ,গুণ্ঠন
বিশেষ্য,গুণ্ডা
বিশেষ্য,গুণ্ডি
বিশেষণ,গুণ্ডিত
বিশেষ্য,গুন
অব্যয়,গুনগুন
বিশেষ্য,গুনতি
বিশেষ্য,গুনা
বিশেষ্য,গুনিন
বিশেষণ,গুপ্ত
বিশেষ্য,গুফা
বিশেষ্য,গুবলেট
বিশেষ্য,গুবাক
অব্যয়,গুম
বিশেষ্য,গুমখুন
বিশেষ্য,গুমট
বিশেষ্য,গুমটি
বিশেষ্য,গুমর
ক্রিয়া,গুমরা
বিশেষণ,গুমসা
বিশেষণ,গুমি
বিশেষ্য,গুম্ফ
বিশেষ্য,গুম্ফন
বিশেষ্য,গুম্ফা
বিশেষণ,গুম্ফিত
বিশেষ্য,গুরবাঁক
বিশেষ্য,গুরু
বিশেষ্য,গুর্জর
বিশেষণ,গুর্বিণী
বিশেষ্য,গুর্বী
বিশেষ্য,গুল
বিশেষণ,গুলজার
বিশেষ্য,গুলঞ্চ
বিশেষ্য,গুলতি
বিশেষণ,গুলদার
বিশেষ্য,গুলপট্টি
বিশেষণ,গুলবদন
বিশেষ্য,গুলবাহার
বিশেষ্য,গুলাব
বিশেষ্য,গুলাল
বিশেষ্য,গুল্ফ
বিশেষ্য,গুল্ম
বিশেষ্য,গুহ
বিশেষ্য,গুহা
বিশেষণ,গুহ্য
বিশেষ্য,গুহ্যক
বিশেষ্য,গুয়া
বিশেষণ,গূঢ়
বিশেষ্য,গূঢ়ার্থ
বিশেষ্য,গূঢ়ৈষণা
বিশেষণ,গৃধ্নু
বিশেষ্য,গৃধ্র
বিশেষ্য,গৃহ
বিশেষ্য,গৃহস্হাশ্রম
বিশেষণ,গৃহাগত
বিশেষ্য,গৃহান্তর
বিশেষণ,গৃহাভিমুখী
বিশেষ্য,গৃহাভ্যন্তর
বিশেষ্য,গৃহাশ্রম
বিশেষণ,গৃহাসক্ত
বিশেষ্য,গৃহিণী
বিশেষ্য,গৃহী
বিশেষণ,গৃহীত
বিশেষণ,গৃহ্য
বিশেষ্য,গেঁজ
বিশেষ্য,গেঁড়
বিশেষ্য,গেঁড়ি
বিশেষণ,গেঁতো
ক্রিয়া,গেও
বিশেষণ,গেছো
বিশেষ্য,গেজেট
বিশেষ্য,গেঞ্জি
বিশেষ্য,গেট
ক্রিয়া,গেনু
বিশেষণ,গেরি
বিশেষণ,গেরুয়া
বিশেষ্য,গেরো
বিশেষ্য,গেরোবাজ
বিশেষ্য,গের্দ
ক্রিয়া,গেল
বিশেষ্য,গেলাপ
বিশেষ্য,গেলাস
বিশেষণ,গেয়
বিশেষ্য,গৈরিক
বিশেষ্য,গৈরিশ
বিশেষ্য,গৈরেয়
অব্যয়,গো
বিশেষ্য,গোঁ
বিশেষ্য,গোঁজ
বিশেষ্য,গোঁজামিল
বিশেষ্য,গোঁড়
বিশেষণ,গোঁড়া
ক্রিয়া,গোঁয়া
বিশেষণ,গোঁয়ার
বিশেষ্য,গোঁয়ারা
বিশেষ্য,গোচর
বিশেষ্য,গোছ
বিশেষ্য,গোছা
বিশেষণ,গোছালো
বিশেষ্য,গোট
বিশেষণ,গোটা
বিশেষ্য,গোড়
বিশেষ্য,গোড়া
বিশেষ্য,গোড়ালি
বিশেষ্য,গোড়ে
বিশেষ্য,গোডিম
বিশেষ্য,গোতম
বিশেষ্য,গোত্র
বিশেষ্য,গোদ
বিশেষ্য,গোদাবরী
বিশেষ্য,গোদারণ
বিশেষ্য,গোদুগ্ধ
বিশেষ্য,গোধূলি
বিশেষ্য,গোপ
বিশেষ্য,গোপথ
বিশেষ্য,গোপন
বিশেষ্য,গোপা
বিশেষ্য,গোপাঙ্গনা
বিশেষ্য,গোপাল
বিশেষ্য,গোপালভোগ
বিশেষণ,গোপিত
বিশেষ্য,গোপিত্ত
বিশেষ্য,গোপুর
বিশেষণ,গোবদা
বিশেষ্য,গোবর
বিশেষ্য,গোবর্ধন
বিশেষ্য,গোবশা
বিশেষ্য,গোবিন্দ
বিশেষ্য,গোবিষ্ঠা
বিশেষণ,গোমড়া
বিশেষ্য,গোমতী
বিশেষ্য,গোমায়ু
বিশেষ্য,গোমেদ
বিশেষ্য,গোময়
বিশেষণ,গোর
বিশেষণ,গোরা
বিশেষ্য,গোরু
বিশেষ্য,গোরোচনা
বিশেষ্য,গোল
বিশেষ্য,গোলক
বিশেষ্য,গোলকধাঁধা
বিশেষণ,গোলদার
বিশেষ্য,গোলন্দাজ
বিশেষ্য,গোলপাতা
বিশেষ্য,গোলমরিচ
বিশেষ্য,গোলমাল
বিশেষ্য,গোলযোগ
বিশেষ্য,গোলা
বিশেষ্য,গোলাপ
বিশেষ্য,গোলাপজাম
বিশেষ্য,গোলাপপাশ
বিশেষ্য,গোলাম
বিশেষ্য,গোলার্ধ
বিশেষণ,গোলালো
বিশেষ্য,গোলোক
বিশেষ্য,গোল্লা
বিশেষ্য,গোষ্ঠ
বিশেষ্য,গোষ্ঠী
বিশেষ্য,গোষ্পদ
বিশেষ্য,গোসল
বিশেষ্য,গোস্ত
বিশেষ্য,গোস্তন
বিশেষ্য,গোস্তাকি
বিশেষ্য,গোস্বামী
বিশেষণ,গোহারা
বিশেষ্য,গোহারি
ক্রিয়া,গোয়
বিশেষ্য,গোয়াল
বিশেষ্য,গোয়েন্দা
বিশেষ্য,গৌড়
বিশেষ্য,গৌড়সারং
বিশেষণ,গৌণ
বিশেষ্য,গৌতম
বিশেষণ,গৌর
বিশেষ্য,গৌরব
বিশেষণ,গৌরাঙ্গ
বিশেষ্য,গৌরী
ক্রিয়া,গ্যাঁজানো
বিশেষণ,গ্যাঁট
বিশেষ্য,গ্যালন
বিশেষ্য,গ্যালি
বিশেষ্য,গ্যাস
বিশেষ্য,গ্রন্হ
বিশেষণ,গ্রন্হ
বিশেষ্য,গ্রন্হাগার
বিশেষ্য,গ্রন্হাবলি
বিশেষ্য,গ্রন্হি
বিশেষ্য,গ্রন্হিক
বিশেষ্য,গ্রন্হী
বিশেষ্য,গ্রসন
বিশেষণ,গ্রসমান
বিশেষ্য,গ্রহ
বিশেষ্য,গ্রহণ
বিশেষ্য,গ্রহাচার্য
বিশেষ্য,গ্রহাণু
বিশেষণ,গ্রহীতা
বিশেষ্য,গ্রাবু
বিশেষ্য,গ্রাম
বিশেষ্য,গ্রামোফোন
বিশেষণ,গ্রাম্য
বিশেষ্য,গ্রাস
বিশেষ্য,গ্রাহ
বিশেষণ,গ্রাহ্য
বিশেষ্য,গ্রিক
বিশেষ্য,গ্রিনরুম
বিশেষ্য,গ্রিল
বিশেষ্য,গ্রীবা
বিশেষ্য,গ্রীষ্ম
বিশেষ্য,গ্রেন
বিশেষণ,গ্রৈষ্মিক
বিশেষ্য,গ্র্যাচুইটি
বিশেষ্য,গ্লানি
বিশেষ্য,গয়
বিশেষ্য,গয়ংগচ্ছ
বিশেষ্য,গয়সাল
বিশেষ্য,গয়াল
বিশেষ্য,গয়ালি
অব্যয়,ঘচঘচ
বিশেষ্য,ঘট
বিশেষ্য,ঘটক
অব্যয়,ঘটঘট
বিশেষ্য,ঘটন
বিশেষ্য,ঘটনা
বিশেষণ,ঘটনীয়
বিশেষণ,ঘটমান
বিশেষ্য,ঘটা
বিশেষ্য,ঘটাটোপ
বিশেষ্য,ঘটি
বিশেষ্য,ঘটিকা
বিশেষণ,ঘটিত
বিশেষ্য,ঘটিরাম
বিশেষ্য,ঘটী
বিশেষণ,ঘটোধ্নী
বিশেষ্য,ঘট্ট
বিশেষ্য,ঘট্টন
অব্যয়,ঘড়ঘড়
বিশেষ্য,ঘড়া
বিশেষ্য,ঘড়াঞ্চি
বিশেষ্য,ঘড়ি
বিশেষ্য,ঘড়িয়াল
বিশেষ্য,ঘণ্ট
বিশেষ্য,ঘণ্টা
বিশেষ্য,ঘণ্টাকর্ণ
বিশেষ্য,ঘণ্টাঘর
বিশেষ্য,ঘণ্টাধ্বনি
বিশেষ্য,ঘণ্টাপথ
বিশেষ্য,ঘণ্টি
বিশেষ্য,ঘণ্টেশ্বর
বিশেষ্য,ঘন
বিশেষ্য,ঘনক
ক্রিয়া,ঘনা
বিশেষ্য,ঘনাগম
বিশেষ্য,ঘনাঙ্ক
ক্রিয়া,ঘনানো
বিশেষ্য,ঘনান্ধকার
বিশেষণ,ঘনাবৃত
বিশেষণ,ঘনায়মান
বিশেষ্য,ঘনিমা
বিশেষণ,ঘনিষ্ঠ
বিশেষণ,ঘনীকৃত
বিশেষ্য,ঘনীভবন
বিশেষণ,ঘনীভূত
বিশেষ্য,ঘনোপল
বিশেষ্য,ঘর
বিশেষ্য,ঘরনি
বিশেষ্য,ঘরন্তী
বিশেষ্য,ঘরানা
বিশেষ্য,ঘরামি
বিশেষণ,ঘরুটে
বিশেষণ,ঘরোয়া
বিশেষ্য,ঘর্ঘর
বিশেষ্য,ঘর্ম
ক্রিয়া,ঘষা
বিশেষ্য,ঘসি
বিশেষ্য,ঘা
ক্রিয়া,ঘাঁটা
বিশেষ্য,ঘাঁটি
বিশেষ্য,ঘাঁতঘোঁত
বিশেষ্য,ঘাই
বিশেষ্য,ঘাট
বিশেষ্য,ঘাটা
বিশেষ্য,ঘাড়
বিশেষ্য,ঘাত
বিশেষ্য,ঘানি
বিশেষ্য,ঘাপটি
বিশেষ্য,ঘাপলা
ক্রিয়া,ঘাবড়া
বিশেষ্য,ঘাম
বিশেষ্য,ঘামাচি
বিশেষ্য,ঘাস
বিশেষ্য,ঘি
বিশেষণ,ঘিচিঘিচি
বিশেষণ,ঘিঞ্জি
অব্যয়,ঘিনঘিন
বিশেষ্য,ঘিলু
বিশেষ্য,ঘুঁটি
বিশেষ্য,ঘুংড়িকাশি
বিশেষ্য,ঘুগনি
বিশেষ্য,ঘুঘু
অব্যয়,ঘুটঘুট
বিশেষ্য,ঘুটিং
বিশেষ্য,ঘুণ
বিশেষ্য,ঘুণ্টি
বিশেষ্য,ঘুনি
বিশেষণ,ঘুপসি
বিশেষ্য,ঘুম
বিশেষ্য,ঘুর
বিশেষণ,ঘুরঘুট্টি
বিশেষ্য,ঘুরঘুর
বিশেষ্য,ঘুলঘুলি
ক্রিয়া,ঘুলা
বিশেষ্য,ঘূত্কার
বিশেষ্য,ঘূর্ঘুর
বিশেষ্য,ঘূর্ণ
বিশেষ্য,ঘৃণা
বিশেষ্য,ঘৃত
বিশেষ্য,ঘৃতকুমারী
বিশেষণ,ঘৃতাক্ত
বিশেষ্য,ঘৃতাচী
বিশেষ্য,ঘৃতান্ন
বিশেষ্য,ঘৃতাহুতি
বিশেষণ,ঘৃষ্ট
বিশেষ্য,ঘেঁচড়া
ক্রিয়া,ঘেঁচড়ানো
বিশেষ্য,ঘেঁচু
বিশেষ্য,ঘেঁটু
ক্রিয়া,ঘেঙা
বিশেষ্য,ঘেঙানি
বিশেষ্য,ঘেন্না
বিশেষণ,ঘেমো
বিশেষ্য,ঘের
বিশেষ্য,ঘেসেড়া
বিশেষণ,ঘেসো
বিশেষণ,ঘেয়ো
বিশেষ্য,ঘোঁজ
বিশেষ্য,ঘোঁট
অব্যয়,ঘোঁতঘোঁত
বিশেষ্য,ঘোগ
বিশেষ্য,ঘোটক
বিশেষ্য,ঘোটন
বিশেষ্য,ঘোড়গাড়ি
বিশেষ্য,ঘোড়দৌড়
বিশেষণ,ঘোড়সওয়ার
বিশেষ্য,ঘোড়া
বিশেষ্য,ঘোণা
বিশেষ্য,ঘোপ
বিশেষ্য,ঘোমটা
বিশেষ্য,ঘোরাফেরা
বিশেষ্য,ঘোল
বিশেষণ,ঘোলা
বিশেষ্য,ঘোষ
বিশেষণ,ঘোষিত
অব্যয়,ঘ্যাঁচ
বিশেষ্য,ঘ্যাঁট
বিশেষ্য,ঘ্যাগ
অব্যয়,ঘ্যাঙরঘ্যাঙ
বিশেষ্য,ঘ্যানঘ্যান
বিশেষ্য,ঘ্যানরঘ্যানর
বিশেষণ,ঘ্যাম
বিশেষ্য,ঘ্রাণ
বিশেষণ,ঘ্রাত
বিশেষণ,ঘ্রেয়
বিশেষ্য,চই
অব্যয়,চইচই
বিশেষণ,চওড়া
বিশেষ্য,চক
অব্যয়,চকচক
অব্যয়,চকমক
বিশেষ্য,চকমকি
বিশেষণ,চকিত
বিশেষ্য,চকোর
বিশেষ্য,চকোলেট
বিশেষ্য,চক্কর
বিশেষ্য,চক্র
বিশেষণ,চক্রবত্
বিশেষণ,চক্রাকার
বিশেষ্য,চক্রান্ত
বিশেষ্য,চক্রাবর্ত
বিশেষ্য,চক্রায়ুধ
বিশেষ্য,চক্রিকা
বিশেষণ,চক্রী
বিশেষ্য,চখা
বিশেষ্য,চঙক্রমণ
